"year_week" "ranking" "change_grp" "change_val" "title" "artist" "gaon_index" "production" "distribution"
"201203" "25" "down" "20" "내가 노래를 못해도" "세븐" NA "YG Entertainment" "지니뮤직"
"201203" "26" "new" "new" "비를 내려줘요" "린 (LYn)" NA "준뮤직컴퍼니" "Kakao Entertainment"
"201203" "27" "new" "new" "너만은 모르길" "가인" NA "내가 네트워크" "NHN벅스"
"201203" "28" "up" "61" "B급인생" "진운(2am), Jr, 김지수, 강소라" NA "홀림" "Kakao Entertainment"
"201203" "29" "new" "new" "잘 이별하기" "2am" NA "빅히트엔터테인먼트 & JYP엔터테인먼트" "지니뮤직"
"201203" "30" "down" "19" "난리나" "블락비 (Block B)" NA "브랜뉴스타덤" "Kakao Entertainment"
"201203" "31" "new" "new" "Baby I`m Sorry" "비원에이포 (B1A4)" NA "WM엔터테인먼트" "포니캐년코리아"
"201203" "32" "down" "23" "Lovey-Dovey" "티아라 (T-ara)" NA "코어컨텐츠미디어" "Kakao Entertainment"
"201203" "33" "new" "new" "Hey You" "씨엔블루 (CNBLUE)" NA "FNC엔터테인먼트" "Stone Music Entertainment"
"201203" "34" "new" "new" "미치게 보고싶은" "태연 (TAEYEON)" NA "김종학 프로덕션 & DRM미디어" "Kakao Entertainment"
"201203" "35" "new" "new" "벚꽃 엔딩" "버스커 버스커 (Busker Busker)" NA "Stone Music Entertainment" "Stone Music Entertainment"
"201203" "36" "new" "new" "1초만 더" "2am" NA "빅히트엔터테인먼트 & JYP엔터테인먼트" "지니뮤직"
"201203" "37" NA "-" "아니기를" "이기찬" NA "팬엔터테인먼트" "한국음반산업협회"
"201203" "38" "up" "8" "Moves Like Jagger (Feat. Christina Agu..." "Maroon 5" NA "2011 A&M/Octone Records" "Universal Music"
"201203" "39" "new" "new" "사랑해 사랑해" "2am" NA "빅히트엔터테인먼트 & JYP엔터테인먼트" "지니뮤직"
"201203" "40" "down" "22" "애상" "10cm" NA "내가 네트워크" "NHN벅스"
"201203" "41" "new" "new" "그랬나봐" "먼데이 키즈 (Monday Kiz)" NA "캔엔터테인먼트 & Stone Music Entertainment" "Stone Music Entertainment"
"201203" "42" "new" "new" "추억 다 지워" "2am" NA "빅히트엔터테인먼트 & JYP엔터테인먼트" "지니뮤직"
"201203" "43" "new" "new" "한참 지나서" "백지영" NA "SBS 콘텐츠허브" "SBS 콘텐츠허브"
"201203" "44" "new" "new" "꿈만 같아요" "살찐고양이" NA "유리엔터테인먼트 & 제이앤엔터프라이즈" "Kakao Entertainment"
"201203" "45" "down" "33" "겁이나서 (With 백지영)" "나윤권" NA "씨에이치웍스, 피케이프로덕션" "SBS 콘텐츠허브"
"201203" "46" "new" "new" "그래서 달린다" "김태우" NA "대풍콘텐츠" "지니뮤직"
"201203" "47" "down" "32" "베짱이 찬가" "써니힐 (SunnyHill)" NA "Kakao Entertainment" "Kakao Entertainment"
"201203" "48" "new" "new" "티켓 (TICKET)" "나인 뮤지스 (Nine Muses)" NA "스타제국" "Kakao Entertainment"
"201203" "49" "new" "new" "기다려 그리고 준비해" "용감한 녀석들" NA "위닝인사이트 엔터테인먼트" "Universal Music"
"201203" "50" "down" "9" "Rolling In The Deep" "Adele" NA "XL Recordings" "강앤뮤직"
"201203" "51" "up" "23" "그러고도 남자야 (Feat. 쇼리 Of 마이티마우스)" "가비엔제이 (Gavy NJ)" NA "케이엔터테인먼트" "Kakao Entertainment"
"201203" "52" "new" "new" "Over The Rainbow" "박지민" NA "SBS 콘텐츠허브" "Kakao Entertainment"
"201203" "53" "down" "22" "Trouble Maker" "트러블메이커 (Trouble Maker)" NA "큐브엔터테인먼트" "Universal Music"
"201203" "54" "new" "new" "이상하다 (Acoustic Ver.)" "박효신" NA "젤리피쉬 엔터테인먼트" "Stone Music Entertainment"
"201203" "55" "down" "8" "러시안룰렛 (Russian Roulette)" "스피카(SPICA)" NA "B2M 엔터테인먼트" "Kakao Entertainment"
"201203" "56" "down" "2" "WHOZ THAT GIRL" "EXID" NA "에이비엔터테인먼트" "Kakao Entertainment"
"201203" "57" "down" "38" "널 사랑하겠어" "효린" NA "스타쉽엔터테인먼트" "Kakao Entertainment"
"201203" "58" "new" "new" "Just The Two Of Us (Feat.이정 & Bizzy)" "양동근 (YDG)" NA "TD엔터테인먼트" "지니뮤직"
"201203" "59" "down" "46" "이럴 줄 알았어" "비스트 (Beast)" NA "큐브엔터테인먼트" "Universal Music"
"201203" "60" "new" "new" "Together" "지연 (티아라), JB" NA "홀림" "Kakao Entertainment"
"201203" "61" "down" "47" "Know Your Name (Feat. Dok2)" "박재범" NA "아이에이치큐" "Universal Music"
"201203" "62" "down" "42" "Hit U" "Dal★Shabet (달샤벳)" NA "해피페이스 엔터테인먼트" "Stone Music Entertainment"
"201203" "63" "up" "HOT" "사랑은 너인 것 같아" "나비 (Navi)" NA "Stone Music Entertainment" "Stone Music Entertainment"
"201203" "64" "down" "30" "너랑 나" "아이유 (IU)" NA "Kakao Entertainment" "Kakao Entertainment"
"201203" "65" "up" "21" "INTRO (ALIVE)" "BIGBANG (빅뱅)" NA "YG Entertainment" "지니뮤직"
"201203" "66" "new" "new" "그냥 가요 (Feat. 조현아)" "긱스 (Geeks)" NA "그랜드라인엔터테인먼트" "지니뮤직"
"201203" "67" "up" "16" "사랑 (With 개리 & 김그림)" "타우 & 하하" NA "썬플라워리퍼블릭 & QUAN Entertainment" "지니뮤직"
"201203" "68" "new" "new" "Switch" "송혜교 , 존박" NA "제일기획" "Kakao Entertainment"
"201203" "69" "new" "new" "너를 위해 (임재범)" "이하이" NA "SBS 콘텐츠허브" "Kakao Entertainment"
"201203" "70" "down" "7" "요즘 너" "브레이브걸스 (Brave Girls)" NA "브레이브 엔터테인먼트" "다날"
"201203" "71" "down" "61" "내가 싫다" "케이윌 (K.Will)" NA "스타쉽엔터테인먼트" "Kakao Entertainment"
"201203" "72" "down" "36" "애인 있어요" "김범수" NA "내가 네트워크" "NHN벅스"
"201203" "73" "down" "38" "Be Be Your Love" "Rachael Yamagata" NA "Sony Music" "Sony Music"
"201203" "74" "new" "new" "The Freedom Song" "Jason Mraz" NA "Elektra" "Warner Music"
"201203" "75" "new" "new" "또 한 여잘 울렸어" "투빅 (2BiC)" NA "넥스타엔터테인먼트" "Kakao Entertainment"
"201203" "76" "down" "60" "DIRTY" "미료 (브라운아이드걸스)" NA "내가 네트워크" "NHN벅스"
"201203" "77" "down" "35" "Super Star" "효린, 지연, 에일리" NA "홀림" "Kakao Entertainment"
"201203" "78" "down" "51" "미치겠어" "틴 탑 (Teen Top)" NA "티오피미디어" "Kakao Entertainment"
"201203" "79" "down" "47" "거기서거기 (Without You)" "다이나믹 듀오 (Dynamic Duo)" NA "아메바컬쳐" "Stone Music Entertainment"
"201203" "80" "up" "41" "너 때문에" "제아 (브라운 아이드 걸스)" NA "뮤직스펀지" "다날"
"201203" "81" "new" "new" "낯선자 (Stranger)" "샤이니 (SHINee)" NA "SM Entertainment" "지니뮤직"
"201203" "82" "new" "new" "하루하루" "지연 (티아라)" NA "홀림" "Kakao Entertainment"
"201203" "83" "new" "new" "자니 (Feat. DYNAMICDUO)" "프라이머리 (Primary)" NA "아메바컬쳐" "Stone Music Entertainment"
"201203" "84" "new" "new" "첫사랑" "버스커 버스커 (Busker Busker)" NA "Stone Music Entertainment" "Stone Music Entertainment"
"201203" "85" "down" "63" "천년의 사랑 (박완규)" "이영현 (빅마마)" NA "아이엠비씨" "NHN벅스"
"201203" "86" "down" "48" "우리 사랑했잖아" "다비치, 티아라" NA "Kakao Entertainment" "크리에이티브프로덕션"
"201203" "87" "new" "new" "Note" "샤이니 (SHINee)" NA "SM Entertainment" "지니뮤직"
"201203" "88" "new" "new" "Love U Like U" "엘 (인피니트), 김예림 (투개월)" NA "Stone Music Entertainment" "Stone Music Entertainment"
"201203" "89" "new" "new" "이별 참 못할 짓이더라" "윤현상" NA "SBS 콘텐츠허브" "Kakao Entertainment"
"201203" "90" "down" "37" "Livin` My Love" "LMFAO, Steve Aoki" NA "ToCorea M&E" "ToCorea M&E"
"201203" "91" "down" "43" "그리워 그리워" "노을" NA "ITM" "Kakao Entertainment"
"201203" "92" "new" "new" "Beautiful Lady (Original Ver.)" "정엽" NA "인넥스트 트렌드" "Kakao Entertainment"
"201203" "93" "new" "new" "쓰레기 (Feat. 옥상달빛)" "스컬 (Skull)" NA "브랜뉴뮤직" "NHN벅스"
"201203" "94" "new" "new" "알람시계 (Alarm Clock)" "샤이니 (SHINee)" NA "SM Entertainment" "지니뮤직"
"201203" "95" "new" "new" "Clue" "샤이니 (SHINee)" NA "SM Entertainment" "지니뮤직"
"201203" "96" "new" "new" "Hurts" "신화" NA "신화컴퍼니" "Stone Music Entertainment"
"201203" "97" "up" "HOT" "돌아보다" "민경훈" NA "아이에스엔터미디어그룹" "Kakao Entertainment"
"201203" "98" "new" "new" "내 품이 좋다던 사람 (with 하동균)" "타우 & 하하" NA "썬플라워리퍼블릭 & QUAN Entertainment" "지니뮤직"
"201203" "99" "new" "new" "늘 그 자리에 (Honesty)" "샤이니 (SHINee)" NA "SM Entertainment" "지니뮤직"
"201203" "100" "new" "new" "100%" "엠블랙 (MBLAQ)" NA "J.Tune Camp" "Stone Music Entertainment"
"201202" "1" "new" "new" "Blue" "BIGBANG (빅뱅)" NA "YG Entertainment" "지니뮤직"
"201202" "2" "up" "13" "시간을 거슬러" "린 (LYn)" NA "팬엔터테인먼트" "한국음반산업협회"
"201202" "3" "up" "73" "지독하게" "FTISLAND (FT 아일랜드)" NA "FNC엔터테인먼트" "Stone Music Entertainment"
"201202" "4" "new" "new" "생각날거야" "다비치" NA "제이오션스타" "Kakao Entertainment"
"201202" "5" "up" "45" "내가 노래를 못해도" "세븐" NA "YG Entertainment" "지니뮤직"
"201202" "6" "new" "new" "Heaven" "에일리 (Ailee)" NA "YMC엔터테인먼트" "Kakao Entertainment"
"201202" "7" "new" "new" "Touch" "miss A" NA "AQ Entertainment & JYP Entertainment" "지니뮤직"
"201202" "8" "new" "new" "니가 필요해 (I Need You)" "케이윌 (K.Will)" NA "스타쉽엔터테인먼트" "Kakao Entertainment"
"201202" "9" "down" "8" "Lovey-Dovey" "티아라 (T-ara)" NA "코어컨텐츠미디어" "Kakao Entertainment"
"201202" "10" "up" "42" "내가 싫다" "케이윌 (K.Will)" NA "스타쉽엔터테인먼트" "Kakao Entertainment"
"201202" "11" "up" "HOT" "난리나" "블락비 (Block B)" NA "브랜뉴스타덤" "Kakao Entertainment"
"201202" "12" "new" "new" "겁이나서 (With 백지영)" "나윤권" NA "씨에이치웍스, 피케이프로덕션" "SBS 콘텐츠허브"
"201202" "13" "up" "4" "이럴 줄 알았어" "비스트 (Beast)" NA "큐브엔터테인먼트" "Universal Music"
"201202" "14" "new" "new" "Know Your Name (Feat. Dok2)" "박재범" NA "아이에이치큐" "Universal Music"
"201202" "15" "down" "5" "베짱이 찬가" "써니힐 (SunnyHill)" NA "Kakao Entertainment" "Kakao Entertainment"
"201202" "16" "up" "80" "DIRTY" "미료 (브라운아이드걸스)" NA "내가 네트워크" "NHN벅스"
"201202" "17" "new" "new" "Falling" "존 박" NA "뮤직팜" "Kakao Entertainment"
"201202" "18" "down" "15" "애상" "10cm" NA "내가 네트워크" "NHN벅스"
"201202" "19" "down" "8" "널 사랑하겠어" "효린" NA "스타쉽엔터테인먼트" "Kakao Entertainment"
"201202" "20" "up" "40" "Hit U" "Dal★Shabet (달샤벳)" NA "해피페이스 엔터테인먼트" "Stone Music Entertainment"
"201202" "21" "new" "new" "그림자" "먼데이 키즈 (Monday Kiz)" NA "팬엔터테인먼트" "한국음반산업협회"
"201202" "22" "new" "new" "천년의 사랑 (박완규)" "이영현 (빅마마)" NA "아이엠비씨" "NHN벅스"
"201202" "23" "up" "HOT" "문자 (Feat. 백지영)" "마리오 (Mario)" NA "플레이엠엔터테인먼트" "Kakao Entertainment"
"201202" "24" "new" "new" "잊었니" "이승철" NA "대풍콘텐츠" "지니뮤직"
"201202" "25" "up" "97" "너 없이 사는 것도" "용준형" NA "큐브엔터테인먼트" "Universal Music"
"201202" "26" "up" "30" "눈물길" "휘성" NA "팬엔터테인먼트" "한국음반산업협회"
"201202" "27" "down" "20" "미치겠어" "틴 탑 (Teen Top)" NA "티오피미디어" "Kakao Entertainment"
"201202" "28" "new" "new" "다른 누구도 아닌 너에게" "장재인" NA "키위뮤직" "NHN벅스"
"201202" "29" "down" "20" "전쟁이야" "엠블랙 (MBLAQ)" NA "J.Tune Camp" "Stone Music Entertainment"
"201202" "30" "new" "new" "BAD BOY" "BIGBANG (빅뱅)" NA "YG Entertainment" "지니뮤직"
"201202" "31" "down" "25" "Trouble Maker" "트러블메이커 (Trouble Maker)" NA "큐브엔터테인먼트" "Universal Music"
"201202" "32" "down" "30" "거기서거기 (Without You)" "다이나믹 듀오 (Dynamic Duo)" NA "아메바컬쳐" "Stone Music Entertainment"
"201202" "33" "new" "new" "The Romantic" "투개월" NA "Stone Music Entertainment" "Stone Music Entertainment"
"201202" "34" "down" "26" "너랑 나" "아이유 (IU)" NA "Kakao Entertainment" "Kakao Entertainment"
"201202" "35" "new" "new" "Be Be Your Love" "Rachael Yamagata" NA "Sony Music" "Sony Music"
"201202" "36" "new" "new" "애인 있어요" "김범수" NA "내가 네트워크" "NHN벅스"
"201202" "37" "new" "new" "아니기를" "이기찬" NA "팬엔터테인먼트" "한국음반산업협회"
"201202" "38" "down" "34" "우리 사랑했잖아" "다비치, 티아라" NA "Kakao Entertainment" "크리에이티브프로덕션"
"201202" "39" "new" "new" "사랑먼지" "BIGBANG (빅뱅)" NA "YG Entertainment" "지니뮤직"
"201202" "40" "new" "new" "FANTASTIC BABY" "BIGBANG (빅뱅)" NA "YG Entertainment" "지니뮤직"
"201202" "41" "down" "1" "Rolling In The Deep" "Adele" NA "XL Recordings" "강앤뮤직"
"201202" "42" "new" "new" "Super Star" "효린, 지연, 에일리" NA "홀림" "Kakao Entertainment"
"201202" "43" "new" "new" "Hello To Myself" "예은 (Wondergirls)" NA "홀림" "Kakao Entertainment"
"201202" "44" "up" "7" "달빛이 지고" "해오라 (Heora)" NA "한국음반산업협회" "한국음반산업협회"
"201202" "45" "new" "new" "재미없어" "BIGBANG (빅뱅)" NA "YG Entertainment" "지니뮤직"
"201202" "46" "up" "23" "Moves Like Jagger (Feat. Christina Agu..." "Maroon 5" NA "2011 A&M/Octone Records" "Universal Music"
"201202" "47" "new" "new" "러시안룰렛 (Russian Roulette)" "스피카(SPICA)" NA "B2M 엔터테인먼트" "Kakao Entertainment"
"201202" "48" "down" "16" "그리워 그리워" "노을" NA "ITM" "Kakao Entertainment"
"201202" "49" "new" "new" "You`re My Star" "수지" NA "홀림" "Kakao Entertainment"
"201202" "50" "down" "30" "살기 위해서" "노을" NA "더그루브엔터테인먼트" "Kakao Entertainment"
"201202" "51" "up" "17" "Kiss The Rain" "이루마 (Yiruma), 신용재, 美(미), BIGTONE" NA "HAPPY HOO" "Sony Music"
"201202" "52" "new" "new" "날개 (대성 SOLO)" "BIGBANG (빅뱅)" NA "YG Entertainment" "지니뮤직"
"201202" "53" "down" "12" "Livin` My Love" "LMFAO, Steve Aoki" NA "ToCorea M&E" "ToCorea M&E"
"201202" "54" "new" "new" "WHOZ THAT GIRL" "EXID" NA "에이비엔터테인먼트" "Kakao Entertainment"
"201202" "55" "down" "26" "사랑시 고백구 행복동" "제이세라 (J-Cera)" NA "씨에스해피엔터테인먼트" "씨에스해피엔터테인먼트"
"201202" "56" "new" "new" "입 맞추고 싶어요" "정엽" NA "Stone Music Entertainment" "Stone Music Entertainment"
"201202" "57" "up" "46" "Falling" "박진영" NA "홀림" "Kakao Entertainment"
"201202" "58" "down" "53" "키 큰 노총각 이야기" "정준하" NA "아이엠비씨" "지니뮤직"
"201202" "59" "up" "HOT" "Don`t Go" "부가킹즈 (Buga Kingz)" NA "오스카이엔티" "지니뮤직"
"201202" "60" "up" "74" "사랑해 그 거짓말 같은 (Feat. 태인)" "나몰라패밀리JW" NA "장엔터테인먼트" "NHN벅스"
"201202" "61" "new" "new" "Don`t Say No" "윤건 & 서현" NA "퍼플커뮤니케이션즈" "지니뮤직"
"201202" "62" "new" "new" "토닥토닥 (with 소향)" "하하" NA "노아엔터테인먼트" "Kakao Entertainment"
"201202" "63" "new" "new" "요즘 너" "브레이브걸스 (Brave Girls)" NA "브레이브 엔터테인먼트" "다날"
"201202" "64" "down" "27" "어쩜" "제시카 & 김진표" NA "노트뮤직" "NHN벅스"
"201202" "65" "new" "new" "너에게 (Original Ver.)" "김그림" NA "넥스타엔터테인먼트" "Kakao Entertainment"
"201202" "66" "down" "41" "Cry Cry" "티아라 (T-ara)" NA "코어컨텐츠미디어" "Kakao Entertainment"
"201202" "67" "down" "18" "뉴스 (News)" "나인 뮤지스 (Nine Muses)" NA "스타제국" "Kakao Entertainment"
"201202" "68" "down" "21" "호이 호이 (Hoi Hoi)" "레인보우 픽시 (Pixie)" NA "DSP미디어" "Stone Music Entertainment"
"201202" "69" "new" "new" "눈을 감아도" "김보경" NA "Sony Music" "Sony Music"
"201202" "70" "down" "57" "광대" "리쌍, BMK" NA "제이엔터컴" "위지스"
"201202" "71" "new" "new" "No Mercy" "miss A" NA "AQ Entertainment & JYP Entertainment" "지니뮤직"
"201202" "72" "new" "new" "태양의 그림자" "엠씨더맥스 (M.C The Max)" NA "래몽래인" "Warner Music"
"201202" "73" "down" "49" "그 노래를 틀때마다" "허각, LE(EXID)" NA "에이비엔터테인먼트" "Kakao Entertainment"
"201202" "74" "new" "new" "그러고도 남자야 (Feat. 쇼리 Of 마이티마우스)" "가비엔제이 (Gavy NJ)" NA "케이엔터테인먼트" "Kakao Entertainment"
"201202" "75" "down" "54" "The DJ Is Mine" "원더걸스 (Wonder Girls)" NA "JYP Entertainment" "지니뮤직"
"201202" "76" "down" "41" "예쁜게 다니" "살찐고양이" NA "커튼콜미디어 & 유리엔터테인먼트" "Kakao Entertainment"
"201202" "77" "up" "43" "Warrior" "B.A.P" NA "TS엔터테인먼트" "Kakao Entertainment"
"201202" "78" "up" "14" "너 따윈 버리고 (Feat. 타이거 JK)" "브라이언 (Brian)" NA "젤리피쉬 엔터테인먼트" "Stone Music Entertainment"
"201202" "79" "down" "51" "I Won`t Give Up" "Jason Mraz" NA "Elektra Entertainment Group" "Warner Music"
"201202" "80" "new" "new" "이게 아닌데" "존 박" NA "뮤직팜" "Kakao Entertainment"
"201202" "81" "down" "48" "Be My Baby" "원더걸스 (Wonder girls)" NA "JYP Entertainment" "Kakao Entertainment"
"201202" "82" "down" "51" "My My" "에이핑크 (Apink)" NA "플레이엠엔터테인먼트" "Stone Music Entertainment"
"201202" "83" "new" "new" "사랑 (With 개리 & 김그림)" "타우 & 하하" NA "썬플라워리퍼블릭 & QUAN Entertainment" "지니뮤직"
"201202" "84" "up" "96" "아니라는데" "서영은, 이정" NA "제이제이홀릭미디어" "Sony Music"
"201202" "85" "new" "new" "나 돌아가" "임정희" NA "JYP Entertainment" "지니뮤직"
"201202" "86" "new" "new" "INTRO (ALIVE)" "BIGBANG (빅뱅)" NA "YG Entertainment" "지니뮤직"
"201202" "87" "up" "73" "Mama Do (Uh Oh, Uh Oh)" "Pixie Lott" NA "Universal Music" "Universal Music"
"201202" "88" "down" "43" "너에게로 간다" "원티드 (Wanted)" NA "Kakao Entertainment" "Kakao Entertainment"
"201202" "89" "new" "new" "B급인생" "진운(2am), Jr, 김지수, 강소라" NA "홀림" "Kakao Entertainment"
"201202" "90" "down" "48" "서쪽 하늘" "울랄라세션" NA "Stone Music Entertainment" "Stone Music Entertainment"
"201202" "91" "new" "new" "하지 못했던 이야기" "김경호" NA "마루아라엔터테인먼트" "Stone Music Entertainment"
"201202" "92" "down" "46" "마녀가 된 이유" "NS Yoon-G" NA "JTM엔터테인먼트" "Sony Music"
"201202" "93" "down" "79" "너니까" "이현 (에이트)" NA "쏘스뮤직" "Stone Music Entertainment"
"201202" "94" "down" "78" "속상해서 (술 한잔 해요 Part 2)" "지아 (Zia)" NA "Kakao Entertainment" "Kakao Entertainment"
"201202" "95" "down" "33" "Party Rock Anthem (Feat. Lauren Bennet..." "LMFAO" NA "Universal Music" "Universal Music"
"201202" "96" "up" "HOT" "싱크로율 100%" "블락비 (Block B)" NA "브랜뉴스타덤" "Kakao Entertainment"
"201202" "97" "new" "new" "가슴 한쪽" "하동균" NA "디딤 뮤직 엔터테인먼트" "포니캐년코리아"
"201202" "98" "new" "new" "남이 될까봐 (Feat. 제이스 Of 미스에스)" "숙희" NA "넥스타엔터테인먼트" "Kakao Entertainment"
"201202" "99" "down" "69" "촌스럽게 굴지마 (Feat. 용준형)" "알리 (ALi)" NA "예당컴퍼니" "Kakao Entertainment"
"201202" "100" "down" "62" "Ma Boy 2 (Feat. 효린)" "일렉트로보이즈 (Electroboyz)" NA "브레이브 엔터테인먼트" "NHN벅스"
"201201" "1" "new" "new" "Lovey-Dovey" "티아라 (T-ara)" NA "코어컨텐츠미디어" "Kakao Entertainment"
"201201" "2" "new" "new" "거기서거기 (Without You)" "다이나믹 듀오 (Dynamic Duo)" NA "아메바컬쳐" "Stone Music Entertainment"
"201201" "3" "new" "new" "애상" "10cm" NA "내가 네트워크" "NHN벅스"
"201201" "4" "up" "6" "우리 사랑했잖아" "다비치, 티아라" NA "Kakao Entertainment" "크리에이티브프로덕션"
"201201" "5" "new" "new" "키 큰 노총각 이야기" "정준하" NA "아이엠비씨" "지니뮤직"
"201201" "6" "down" "4" "Trouble Maker" "트러블메이커 (Trouble Maker)" NA "큐브엔터테인먼트" "Universal Music"
"201201" "7" "new" "new" "미치겠어" "틴 탑 (Teen Top)" NA "티오피미디어" "Kakao Entertainment"
"201201" "8" "down" "7" "너랑 나" "아이유 (IU)" NA "Kakao Entertainment" "Kakao Entertainment"
"201201" "9" "new" "new" "전쟁이야" "엠블랙 (MBLAQ)" NA "J.Tune Camp" "Stone Music Entertainment"
"201201" "10" "new" "new" "베짱이 찬가" "써니힐 (SunnyHill)" NA "Kakao Entertainment" "Kakao Entertainment"
"201201" "11" "new" "new" "널 사랑하겠어" "효린" NA "스타쉽엔터테인먼트" "Kakao Entertainment"
"201201" "12" "new" "new" "더위 먹은 갈매기 (Feat. 송은이 & 김숙)" "유재석" NA "아이엠비씨" "지니뮤직"
"201201" "13" "up" "66" "광대" "리쌍, BMK" NA "제이엔터컴" "위지스"
"201201" "14" "new" "new" "너니까" "이현 (에이트)" NA "쏘스뮤직" "Stone Music Entertainment"
"201201" "15" "new" "new" "시간을 거슬러" "린 (LYn)" NA "팬엔터테인먼트" "한국음반산업협회"
"201201" "16" "up" "22" "속상해서 (술 한잔 해요 Part 2)" "지아 (Zia)" NA "Kakao Entertainment" "Kakao Entertainment"
"201201" "17" "new" "new" "이럴 줄 알았어" "비스트 (Beast)" NA "큐브엔터테인먼트" "Universal Music"
"201201" "18" "new" "new" "바보에게 바보가 (Feat. 스컬)" "하하" NA "아이엠비씨" "지니뮤직"
"201201" "19" "new" "new" "Like You (Feat. 아이유)" "원티드 (Wanted)" NA "Kakao Entertainment" "Kakao Entertainment"
"201201" "20" "down" "16" "살기 위해서" "노을" NA "더그루브엔터테인먼트" "Kakao Entertainment"
"201201" "21" "new" "new" "The DJ Is Mine" "원더걸스 (Wonder Girls)" NA "JYP Entertainment" "지니뮤직"
"201201" "22" "new" "new" "낙서" "엠블랙 (MBLAQ)" NA "J.Tune Camp" "Stone Music Entertainment"
"201201" "23" "new" "new" "삼바의 매력 (Feat. 개리 & 정인)" "길 (리쌍)" NA "아이엠비씨" "지니뮤직"
"201201" "24" "down" "21" "그 노래를 틀때마다" "허각, LE(EXID)" NA "에이비엔터테인먼트" "Kakao Entertainment"
"201201" "25" "down" "20" "Cry Cry" "티아라 (T-ara)" NA "코어컨텐츠미디어" "Kakao Entertainment"
"201201" "26" "new" "new" "영계백숙 (Feat. 뮤지컬 & 앙상블 13인)" "정형돈" NA "아이엠비씨" "지니뮤직"
"201201" "27" "new" "new" "했던 말 또 하고" "코요태(KYT)" NA "피케이미디어" "지니뮤직"
"201201" "28" "new" "new" "I Won`t Give Up" "Jason Mraz" NA "Elektra Entertainment Group" "Warner Music"
"201201" "29" "new" "new" "사랑시 고백구 행복동" "제이세라 (J-Cera)" NA "씨에스해피엔터테인먼트" "씨에스해피엔터테인먼트"
"201201" "30" "down" "22" "촌스럽게 굴지마 (Feat. 용준형)" "알리 (ALi)" NA "예당컴퍼니" "Kakao Entertainment"
"201201" "31" "down" "15" "My My" "에이핑크 (Apink)" NA "플레이엠엔터테인먼트" "Stone Music Entertainment"
"201201" "32" "down" "23" "그리워 그리워" "노을" NA "ITM" "Kakao Entertainment"
"201201" "33" "down" "27" "Be My Baby" "원더걸스 (Wonder girls)" NA "JYP Entertainment" "Kakao Entertainment"
"201201" "34" "new" "new" "광대 (Feat. 김범수)" "박명수" NA "아이엠비씨" "지니뮤직"
"201201" "35" "new" "new" "예쁜게 다니" "살찐고양이" NA "커튼콜미디어 & 유리엔터테인먼트" "Kakao Entertainment"
"201201" "36" "new" "new" "사랑의 서약 (Feat. 다이나믹 듀오 & 노라조)" "노홍철" NA "아이엠비씨" "지니뮤직"
"201201" "37" "new" "new" "어쩜" "제시카 & 김진표" NA "노트뮤직" "NHN벅스"
"201201" "38" "down" "26" "Ma Boy 2 (Feat. 효린)" "일렉트로보이즈 (Electroboyz)" NA "브레이브 엔터테인먼트" "NHN벅스"
"201201" "39" "new" "new" "참고 살아 (be...)" "다이나믹 듀오 (Dynamic Duo)" NA "아메바컬쳐" "Stone Music Entertainment"
"201201" "40" "up" "95" "Rolling In The Deep" "Adele" NA "XL Recordings" "강앤뮤직"
"201201" "41" "new" "new" "Livin` My Love" "LMFAO, Steve Aoki" NA "ToCorea M&E" "ToCorea M&E"
"201201" "42" "down" "28" "서쪽 하늘" "울랄라세션" NA "Stone Music Entertainment" "Stone Music Entertainment"
"201201" "43" "down" "13" "더 가까이" "김연우" NA "Stone Music Entertainment" "Stone Music Entertainment"
"201201" "44" "up" "22" "꽃보다 그대가 (Feat. Simon D)" "영준 (브라운아이드소울)" NA "인넥스트 트렌드" "Kakao Entertainment"
"201201" "45" "new" "new" "너에게로 간다" "원티드 (Wanted)" NA "Kakao Entertainment" "Kakao Entertainment"
"201201" "46" "new" "new" "마녀가 된 이유" "NS Yoon-G" NA "JTM엔터테인먼트" "Sony Music"
"201201" "47" "new" "new" "호이 호이 (Hoi Hoi)" "레인보우 픽시 (Pixie)" NA "DSP미디어" "Stone Music Entertainment"
"201201" "48" "new" "new" "고해 (임재범)" "박완규" NA "아이엠비씨" "NHN벅스"
"201201" "49" "new" "new" "뉴스 (News)" "나인 뮤지스 (Nine Muses)" NA "스타제국" "Kakao Entertainment"
"201201" "50" "new" "new" "내가 노래를 못해도" "세븐" NA "YG Entertainment" "지니뮤직"
"201201" "51" "new" "new" "달빛이 지고" "해오라 (Heora)" NA "한국음반산업협회" "한국음반산업협회"
"201201" "52" "new" "new" "내가 싫다" "케이윌 (K.Will)" NA "스타쉽엔터테인먼트" "Kakao Entertainment"
"201201" "53" "down" "31" "Funny Hunny" "오렌지 캬라멜 (Orange Caramel)" NA "넥스타엔터테인먼트" "Kakao Entertainment"
"201201" "54" "up" "48" "별" "박재범" NA "아이에이치큐" "Universal Music"
"201201" "55" "down" "38" "죽고 싶단 말 밖에" "허각" NA "플레이엠엔터테인먼트" "Stone Music Entertainment"
"201201" "56" "new" "new" "눈물길" "휘성" NA "팬엔터테인먼트" "한국음반산업협회"
"201201" "57" "down" "46" "삼촌 (Feat. 이적)" "아이유 (IU)" NA "Kakao Entertainment" "Kakao Entertainment"
